AcademicYear,Institution,Student Type,DemographicGroup,DemographicValue,DemographicSubgroup,DemographicSubgroupValue,AvgTTD,MedTTD,Number of Degrees
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Unknown,Sex,Female,4.36,3.75,14
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Unknown,Sex,Male,3.66,3.75,14
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Unknown,Washington College Grant Status,Did Not Receive WA College Grant,3.68,3.75,22
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,White,None,All,4.18,3.75,1528
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,White,Sex,Female,4.07,3.75,878
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,White,Sex,Male,4.32,4.25,650
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,White,Washington College Grant Status,Did Not Receive WA College Grant,4.1,3.75,1269
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,White,Washington College Grant Status,Received WA College Grant,4.55,4.25,259
2018-19,Western Washington University,Direct from High School,Residency,Non-Residents,None,All,3.98,3.75,254
2018-19,Western Washington University,Direct from High School,Residency,Non-Residents,Race/Ethnicity,White,3.99,3.75,197
2018-19,Western Washington University,Direct from High School,Residency,Non-Residents,Sex,Female,3.98,3.75,153
2018-19,Western Washington University,Direct from High School,Residency,Non-Residents,Sex,Male,3.98,3.75,101
2018-19,Western Washington University,Direct from High School,Residency,WA Residents,None,All,4.21,3.92,1859
2018-19,Western Washington University,Direct from High School,Residency,WA Residents,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.18,3.75,165
2018-19,Western Washington University,Direct from High School,Residency,WA Residents,Race/Ethnicity,Black,4.63,4.25,48
2018-19,Western Washington University,Direct from High School,Residency,WA Residents,Race/Ethnicity,Hispanic,4.22,4.25,136
2018-19,Western Washington University,Direct from High School,Residency,WA Residents,Race/Ethnicity,Multi Racial,4.23,3.92,156
2018-19,Western Washington University,Direct from High School,Residency,WA Residents,Race/Ethnicity,Unknown,4.03,3.75,16
2018-19,Western Washington University,Direct from High School,Residency,WA Residents,Race/Ethnicity,White,4.2,3.92,1331
2018-19,Western Washington University,Direct from High School,Residency,WA Residents,Sex,Female,4.1,3.75,1066
2018-19,Western Washington University,Direct from High School,Residency,WA Residents,Sex,Male,4.35,4.25,793
2018-19,Western Washington University,Direct from High School,Sex,Female,None,All,4.09,3.75,1219
2018-19,Western Washington University,Direct from High School,Sex,Female,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.01,3.75,97
2018-19,Western Washington University,Direct from High School,Sex,Female,Race/Ethnicity,Hispanic,4.18,3.75,91
2018-19,Western Washington University,Direct from High School,Sex,Female,Race/Ethnicity,Multi Racial,4.12,3.75,106
2018-19,Western Washington University,Direct from High School,Sex,Female,Race/Ethnicity,Unknown,4.36,3.75,14
2018-19,Western Washington University,Direct from High School,Sex,Female,Race/Ethnicity,White,4.07,3.75,878
2018-19,Western Washington University,Direct from High School,Sex,Female,Washington College Grant Status,Did Not Receive WA College Grant,3.99,3.75,942
2018-19,Western Washington University,Direct from High School,Sex,Female,Washington College Grant Status,Received WA College Grant,4.44,3.92,277
2018-19,Western Washington University,Direct from High School,Sex,Male,None,All,4.31,4.25,894
2018-19,Western Washington University,Direct from High School,Sex,Male,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.34,4.25,81
2018-19,Western Washington University,Direct from High School,Sex,Male,Race/Ethnicity,Hispanic,4.26,4.25,58
2018-19,Western Washington University,Direct from High School,Sex,Male,Race/Ethnicity,Multi Racial,4.32,4.25,67
2018-19,Western Washington University,Direct from High School,Sex,Male,Race/Ethnicity,Unknown,3.66,3.75,14
2018-19,Western Washington University,Direct from High School,Sex,Male,Race/Ethnicity,White,4.32,4.25,650
2018-19,Western Washington University,Direct from High School,Sex,Male,Washington College Grant Status,Did Not Receive WA College Grant,4.23,3.92,702
2018-19,Western Washington University,Direct from High School,Sex,Male,Washington College Grant Status,Received WA College Grant,4.63,4.5,192
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,None,All,4.15,3.75,1381
2018-19,Western Washington University,Direct from High School,Washington College Grant Status,Did Not Receive WA College Grant,Sex,Female,3.99,3.75,942
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.08,3.75,121
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Hispanic,4.15,3.92,109
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Multi Racial,4.2,3.92,107
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Unknown,3.61,3.75,16
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,White,4.15,3.75,980
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Sex,Female,4.07,3.75,847
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Sex,Male,4.28,4.25,534
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Washington College Grant Status,Did Not Receive WA College Grant,4.07,3.75,1052
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Washington College Grant Status,Received WA College Grant,4.42,4.25,329
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,STEM or High Demand,None,All,4.24,3.92,732
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.31,3.92,57
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Hispanic,4.38,4.5,40
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Multi Racial,4.2,3.92,66
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Unknown,4.54,3.75,12
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,White,4.22,3.75,548
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,STEM or High Demand,Sex,Female,4.13,3.75,372
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,STEM or High Demand,Sex,Male,4.36,4.25,360
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,STEM or High Demand,Washington College Grant Status,Did Not Receive WA College Grant,4.12,3.75,592
2018-19,Western Washington University,Direct from High School,STEM or High Demand Status,STEM or High Demand,Washington College Grant Status,Received WA College Grant,4.74,4.5,140
2018-19,Western Washington University,Direct from High School,Veteran Status,Non-Veteran/Unknown,None,All,4.18,3.75,2109
2018-19,Western Washington University,Direct from High School,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.16,3.75,178
2018-19,Western Washington University,Direct from High School,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Black,4.6,4.25,49
2018-19,Western Washington University,Direct from High School,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Hispanic,4.21,3.92,149
2018-19,Western Washington University,Direct from High School,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Multi Racial,4.2,3.92,173
2018-19,Western Washington University,Direct from High School,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Unknown,4.01,3.75,28
2018-19,Western Washington University,Direct from High School,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,White,4.17,3.75,1524
2018-19,Western Washington University,Direct from High School,Veteran Status,Non-Veteran/Unknown,Sex,Female,4.09,3.75,1219
2018-19,Western Washington University,Direct from High School,Veteran Status,Non-Veteran/Unknown,Sex,Male,4.31,4.25,890
2018-19,Western Washington University,Direct from High School,Veteran Status,Non-Veteran/Unknown,Washington College Grant Status,Did Not Receive WA College Grant,4.08,3.75,1641
2018-19,Western Washington University,Direct from High School,Veteran Status,Non-Veteran/Unknown,Washington College Grant Status,Received WA College Grant,4.52,4.25,468
2018-19,Western Washington University,Direct from High School,Washington College Grant Status,Did Not Receive WA College Grant,None,All,4.09,3.75,1644
2018-19,Western Washington University,Direct from High School,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.05,3.75,113
2018-19,Western Washington University,Direct from High School,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Hispanic,4.06,3.92,85
2018-19,Western Washington University,Direct from High School,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Multi Racial,4.13,3.75,126
2018-19,Western Washington University,Direct from High School,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Unknown,3.68,3.75,22
2018-19,Western Washington University,Direct from High School,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,White,4.1,3.75,1269
2018-19,Western Washington University,Direct from High School,Washington College Grant Status,Did Not Receive WA College Grant,Sex,Male,4.23,3.92,702
2018-19,Western Washington University,Direct from High School,Washington College Grant Status,Received WA College Grant,None,All,4.52,4.25,469
2018-19,Western Washington University,Direct from High School,Washington College Grant Status,Received WA College Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.34,3.92,65
2018-19,Western Washington University,Direct from High School,Washington College Grant Status,Received WA College Grant,Race/Ethnicity,Hispanic,4.41,3.92,64
2018-19,Western Washington University,Direct from High School,Washington College Grant Status,Received WA College Grant,Race/Ethnicity,Multi Racial,4.39,4.5,47
2018-19,Western Washington University,Direct from High School,Washington College Grant Status,Received WA College Grant,Race/Ethnicity,White,4.55,4.25,259
2018-19,Western Washington University,Direct from High School,Washington College Grant Status,Received WA College Grant,Sex,Female,4.44,3.92,277
2018-19,Western Washington University,Direct from High School,Washington College Grant Status,Received WA College Grant,Sex,Male,4.63,4.5,192
2019-20,Central Washington University,All Transfers,Age,<= 24 years old,None,All,2.33,2.25,681
2019-20,Central Washington University,All Transfers,Age,<= 24 years old,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.18,1.92,44
2019-20,Central Washington University,All Transfers,Age,<= 24 years old,Race/Ethnicity,Black,2.24,1.75,17
2019-20,Central Washington University,All Transfers,Age,<= 24 years old,Race/Ethnicity,Hispanic,2.36,2.25,77
2019-20,Central Washington University,All Transfers,Age,<= 24 years old,Race/Ethnicity,Multi Racial,2.34,2.25,51
2019-20,Central Washington University,All Transfers,Age,<= 24 years old,Race/Ethnicity,Other,2.13,1.92,66
2019-20,Central Washington University,All Transfers,Age,<= 24 years old,Race/Ethnicity,Unknown,2.3,2.25,63
2019-20,Central Washington University,All Transfers,Age,<= 24 years old,Race/Ethnicity,White,2.38,2.25,360
2019-20,Central Washington University,All Transfers,Age,<= 24 years old,Sex,Female,2.19,1.92,352
2019-20,Central Washington University,All Transfers,Age,<= 24 years old,Sex,Male,2.47,2.25,329
2019-20,Central Washington University,All Transfers,Age,<= 24 years old,Washington College Grant Status,Did Not Receive WA College Grant,2.31,2.17,507
2019-20,Central Washington University,All Transfers,Age,<= 24 years old,Washington College Grant Status,Received WA College Grant,2.36,2.25,174
2019-20,Central Washington University,All Transfers,Age,>= 30 years old,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.45,2,16
2019-20,Central Washington University,All Transfers,Age,>= 30 years old,Race/Ethnicity,Black,3.19,2.5,20
2019-20,Central Washington University,All Transfers,Age,>= 30 years old,Race/Ethnicity,Hispanic,2.12,2.17,33
2019-20,Central Washington University,All Transfers,Age,>= 30 years old,Race/Ethnicity,Multi Racial,2.16,2.17,23
2019-20,Central Washington University,All Transfers,Age,25-29 years old,None,All,2.59,2.42,324
2019-20,Central Washington University,All Transfers,Age,25-29 years old,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.97,2.75,27
